text,label,reasons
"""
I was talking about them running any check they want on ME to disprove your claims.  I didn't know where you lived until you were silly enough to post an IP and connect your name to it. And yes you did post as an IP,  and other places. You added your name at the end of the IP.  And any fool can just enter """"locate x.x.x.x"""" in google and find where an ip is out of.  We even have some tools here at wikipedia.  YOU just outed yourself, which was quite foolish.   Now please stay off my talk page. You have accused me of doing what you so foolishly have done yourself.  - 2¢ © """,toxic,['toxic']
"STOP VANDALIZING FDNY PAGE 

Stop vandalizing the FDNY page.  It will be fixed everytime you do it.",safe,[]
image requested|rivers and waterfalls,safe,[]
"""
Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!  ''' (talk)''' """,safe,[]
"Requested move
Grand Master Dashi (Xiaolin Showdown) → Grand Master Dashi … Rationale: Needless disambig.
Survey
Add *Support or *Oppose followed by an optional one-sentence explanation, then sign your opinion with ~~~~

Discussion
Add any additional comments",safe,[]
"At the top of the article, it clearly states this: For the song by Stephen Duffy, see Kiss Me (Tin Tin song).",safe,[]
"""
Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!  '''''' (E@) T """,safe,[]
WHY DO YOU THINK TRIVIUM'S MUSIC IS GREA TIDIOT IT'S JUST FUCKING METALLICA COPY STUPID AND THEY SUCK AND HE MAKES GAY FACE WHEN HE SINGS AND HE CAN'T FUCKIG SCREAM PROPERLY HE'S EMO FAGGOT MATT HEAFY LIKES COCK FUCK YOU IDIOT.,toxic,"['toxic', 'obscene', 'insult']"
"Hullaballoo Wolfowitz,  Does it concern you at all that the reasons you gave for removing the clarifications were completely nonsensical?  You even removed it at one point claiming it was in a section it was not even in!!!  Lets just cut to the chase, you are a Jewish man with an agenda to keep Jewish interests in illegally obtained land, by INTERNATIONAL STANDARDS, away from wikipedia pages and the masses as a whole.  Right?  Regardless, at least be accurate if you are going to start attacking someone for selfish reasons so you do not look like an idiot next time with anyone that takes two seconds to look into this.  AND PLEASE, COMMUNICATE WITH ME DIRECTLY NEXT TIME BEFORE BEING OUTWARDLY HOSTILE AS MY DOOR IS ALWAYS OPEN.  Thanks!   And have a good day!",toxic,['insult']
"you are being an anonymous cunt. please either be a cunt with a name and a face (by registering, or at least participating in discussions on the talk page) or a regular cunt-free anonymous contributor (by not being a cunt)

THANK YOU FOR YOUR COOPERATION ~",toxic,"['toxic', 'obscene', 'insult']"
You need to stop editing pages RIGHT NOW you little shit.,toxic,"['toxic', 'obscene', 'insult']"
Oh cunt! I have just evaded my block because I am the user of Samlaptop85213! Oh fuck shit cunt! I think I should be blocked idenfinitley!,toxic,"['toxic', 'obscene', 'insult']"
"""Kekeke zerg rush ==

I firmly believe that the proper usage is """"kekeke zerg rush ^____________________^""""

Please replace """"Zerg Rush Kekeke!"""" with """"kekeke zerg rush!""""

24.184.188.175  

 Please provide some references that show you're correct. """"I firmly believe"""" is not acceptable, sorry!   

The New Hacker's Dictionary says that hackers actually use perfectionist language and """,safe,[]
"I have given my reasons why I find that evidence insufficient. You argue that the primary source is Langan himself. OK, I would like to hear the arguments based on statements from this primary source that he is an advocate of ID. Because I don't believe he is one, based on the evidence I have seen.",safe,[]
"Yeah, whatever. You are an arrogant deluded buffoon with a defective brain. Seek medical help.

Newsflash: Wikipedia is a disaster.",toxic,"['toxic', 'insult']"
"Fat piece of shit 

you obese piece of shit. I thought of you naked last night. | got sick.",toxic,"['toxic', 'obscene', 'insult']"
"""

 Well a new section, I hope you read this 

I cursed at you previously, and it was deleted. To be honest; if I was face to face with you; I would have cursed at your mother. Your stupid fund raising mentality, and your inexistance at wikipedia doesn't represent your existance. 

In my humble opinition; you're an idiot. Not only an idiot, you're a dumb and stupid one for this whole wikipedia society.

Your democracy mentality lead to religious fendementalists to own and conqueer Turkish Wikipedia. And as a founder of it, with your permission to """"your free world"""" I want to curse to you. I wish I had had sex with your mother and your grand mother.

I wish I had your mother with your not eighteen daughter and all your siblings. And I want to do it,  just because you alloed me so.

Your unmarried sisters and your daughters are such beautiful sluts; just like you. If you would be a girl.

And from the bottom of of my heart; as you being the """"democratic"""" president of asshole of the freedom of the unfree world.

I would like to wish that, at least 10 people fists their head to your nazi ass.

Have a nice day.""",toxic,"['toxic', 'obscene', 'insult']"
"You seemed like you were going to be civil until you started accusing me of doing something off-topic, like taking CT out of New England or trying to prove that CT was not New England.  I was only proving that Boston is no business or cultural hub for CT.  I did that and you did not like it.  Those are the facts.",safe,[]
"Communism 

U are gay",toxic,"['toxic', 'insult', 'identity_hate']"
"""

The Gygax reference is a positive reference, I think.  Are you saying he should have said mid-to-late or late instead?  The dragon mag stuff is less positive.  How about just saying 1976 and getting rid of the mid?
It sounds like MA and Gamma World are kinda interchangeable in some people's minds.  Maybe that's what Schick meant?  How about """"While D&D; is a fantasy roleplaying game, Expedition to the Barrier Peaks introduces science fiction elements into the game, and according to author Lawrence Schick, elements specifically from the Gamma World role-playing game."""" -   (contribs) """,safe,[]
"""== RE: NIGHT OF HUNTERS ==

Thank you for your recent contributions.  I created this page and did an extreme amount of editing and re-editing.  I'm up for contributions from/corrections by others, but I feel strongly that the changes you have made, aside from having no basis, also disrupt the encyclopedic tone of this entry.  

Amos is not merely """"playing the piano"""", she's showcasing the type of """"mastery"""" it takes to even be able to perform these classical compositions.  That is a fact, not an opinion.  

In regards to you objecting to the use of the phrase """"the artist"""" as being """"pretentious"""" - that's actually an opinion.  Yours.""",safe,[]
"ballsack 

your retarded",toxic,['toxic']
"you senile old homo. is there a commie in the world who is convinced by your bullshit, dipshit bitch?",toxic,"['toxic', 'obscene', 'insult', 'identity_hate']"
Bitch nobody cares about your myspace.  You ugly as fuck anyways.  Begging on wikipedia for myspace friends.  You gay as hell,toxic,"['toxic', 'severe_toxic', 'obscene', 'insult', 'identity_hate']"
"What about facultative anaerobes in nash equilibrium? will they just stay at the bottom of the test tube anyway?
A0032041",safe,[]
"OK
OK IT WAS A Joke. I have seen too many people bitching because the canon is female so i wanted to pull a prank",toxic,['toxic']
Stay in the closet.,toxic,['toxic']
"Clarification 

I think this should clarify that the sai does not actually originate in Japan. The design is just another variation of the trishul, just like the katar has various designs.

http://defenceforumindia.com/forum/indian-army/7479-ancient-indian-weapons-great-indian-culture-2.html",safe,[]
", 19 June 2008 (UTC)
last warning? i didn't got the first one yet! by the wy who do you think you are some kind of mod? you aren't but probably a jealous xbox fanboy. and put stupid tags on stub anymore you moron.   15:31",toxic,['toxic']
"stupid head 

YOur dumb and you are stupid die die die go suck a butt",toxic,"['toxic', 'obscene', 'threat', 'insult']"
""" (UTC)

Images were recently removed but do not fall under the category of """"don'ts"""" according to Wikipedia (gallery at the end of the article). Many articles, one in particular is Christmas lights, have image galleries whether about events or scenic places. I feel this removal was done in spite based on disagreements below. Regardless, it is not my interest to get my way or keep anything that is not in line with Wikipedia standards, but it's the principal of the matter that it is not productive/constructive nor a clear violation. Anyone else, other than those already involved, who can give their input so a consensus can be obtained? Thank you! 74.62.92.20  06:19, 6 December 2013""",safe,[]
An Editor posted a concern that I am too close to Sharmila fair enough. But I don't really update anything anymore. If people want to find out about her they will have to find other means. Wiki is to provide a base of verifiable data. So long as people don't arbitrarily remove information that's fine. There doesn't appear to be anyone else willing either to discuss POV concerns or to update the information. In the past when I have vandals have just removed everything. People can find out more by other means but there's a lot of rubbish posted on the Web and one false reference still on Wiki which I leave just to confirm the lazy still quote Wiki when they haven't done their homework. The only thing I'd keep for now are her trial dates. But that will soon end. The main people who would take an interest in this page would be corrupt officials from Manipur and those who profit from its lawlessness. And of course wiki editors who like to edit things. But it's only one source and the internet will fail if people revert to one source.,safe,[]
"Seems like archive.ls is denied following an RFC. This web.archive seems to have all the relevant ones though, so I've added that.",safe,[]
"""::Help me to understand this, Terryeo.  Say Jane Jones reads some books and takes some scientology courses.  At a point she announces her conclusions: """"There's no such thing as a thetan, that's not true for me. L Ron Hubbard lied about his personal history, those stories about him aren't true for me. But I think the study tech is very helpful, and true for me.""""  Expressing that set of views, and showing no interest in altering her beliefs, would she be accepted as a scientologist in good standing?   

""",safe,[]
"To the last section 

I am a little bit confused because I can not place an answer on the last section. Possibly my computer. Now the answer:
Yes you are right I suppose. But I thougt that a lot of the User-pages could be dead. I supposet that 95% will be dead. This is very pitty, but I can not be sure in each site and it is not simple to say which one should be it, because I wanted to be neutral. This was the reason. But you are right and I will make new articles on the German wikipedia again. It was not a fun for me to place such messages on User-pages. Have a fine X-mas. (-:",safe,[]
"Are all professors of rhetoric pompous, self-centered assholes?  Or is it just you?",toxic,"['toxic', 'obscene', 'insult']"
"fuck you 

too bad ill turn my router on and off right after this edit, so i dont even have to fucking see your response and vandalise your page all over again....",toxic,"['toxic', 'severe_toxic', 'obscene', 'insult']"
"Leave our country. 

We don't want you Arabs here.",toxic,"['toxic', 'identity_hate']"
"Starfu*k 

Time to pull this rubbish. She's not going to marry you. The role of armour in fashhion. That's like the role of Wolverhampton in fashion. What we are talking abpout is taking people seriously because they inherited lashings of money or divorced well. Grow up - maybe she'll lend you a skirt!",toxic,['toxic']
"""

The dick who is editing with policy is also editing out of policy, by being arrogant, lazy and fucking up the functionality of the Image Workshop. His worrying obsession with NFCC#9 is his excuse for being a twat. he is deliberately making the workshop non-functional. For the IW to work properly we have to be able to either see or be able to link to the image being requested. Now Mr Dick esq comes along, deletes both the image and the link making the request impossible to deal with unless we go looking for an invisible comment hidden in the source code of the request. In spite of being told of 2 methods of maintaining NFCC#9 compliance and maintaining IW functionality Hammersoft refuses to use them. One of the methods only involves putting a colon at the front of the link. But will Hammersoft do this? No, he has refused point blank. This I firmly definitely and firmly puts him in the """"dick"""" category. His arrogance, his laziness, his Borg-like obsession with NFCC#9 and his truculence are disrupting a valuable resource with WP for no purpose. I would be grateful if you could copy and paste this as a response to his accusations at the incident board. Especially now you've effectively stopped me posting there. This is not an unblock request as I don't care one way or another, it's WP's loss if I can't sort out image requests for 24hrs, it's not my loss. This is a request though that Hammersoft either stays away from the IW or that he implements the methods we've informed him of.   """,toxic,"['toxic', 'obscene']"
Please do not trash up the article making it look like crap with all those boxes when you have not even given me time to finish. THANK YOU,toxic,['toxic']
And your a PRICK TO EMPOWER ASSHOLES LIKE PROPOL,toxic,['toxic']
"Pride & Predator
Despite the title, and plot detail involving an alien, there is no evidence that this Predator alien is in anyway related to the Predator of this franchise. Until an official source explicitly states otherwise, this film does not belong on this page.",safe,[]
"Obviously he thinks it's his mission in life to to convince the world of his ethnic theories, so he's not going to just give up.",safe,[]
"ill keep changing and fucking around, ebcause oyure a 16 yo pimply fuck.",toxic,"['toxic', 'obscene', 'insult']"
"Thank you for experimenting with the page Appalachian Mountains on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",safe,[]
"My ideas are not against socialism at all, Islam is not socialism, in fact, Islam stands against everything socialism stands for, do you think Muslims tolerate other religions and Atheists and Agnostics while in their countries? Of course not, and I don't care whether I am against multiculturalism, multiculturalism has failed, Muslims hate us, we cannot change that. I am not a racist as well, I am proud to be European, what is wrong with that?",safe,[]
"Blasphamy!!!! 
Most of you guys are breaking the Wikipedia politeness guidelines AND ARE MAKING BELLDANDY CRY WITH YOUR HATEFUL ACTIONS! Since Belldandy has never had sex with Keichi in the manga or animes how can it be porn at all? The brief and underly drawn scenes of her nudity are not part of her trying to have sex or seduce Keichi. If it was not for Belldandy's mercy, you would all pay with rivers of blood most likely! Repent to the Goddess Belldandy lest she strike ye down!!!",toxic,['toxic']
", always a total asshole",toxic,"['toxic', 'obscene', 'insult']"
"Image:Kyle_Monte.jpg listed for deletion 
An image or media file that you uploaded or altered, Image:Kyle_Monte.jpg, has been listed at Wikipedia:Images and media for deletion. Please look there to see why this is (you may have to search for the title of the image to find its entry), if you are interested in it not being deleted. Thank you.  (Contr)",safe,[]
Comment Signed by JackThomas,safe,[]
Oh wow last warning you aren't even a registered user!  Go get a girl or something or edit other Wikipedia articles just really get a fucking life!,toxic,"['toxic', 'obscene', 'insult']"
"""
Godwin devised his Law (and others built on it) with reference to discussions such as the one on this Talk page. Its antecedents lie in Reductio ad Hitlerum, also called argumentum ad Hitlerum, or reductio (or argumentum) ad Nazium – dog Latin for """"reduction (or argument) to Adolf Hitler (or the Nazis)"""" – a modern informal fallacy in logic. It is a variety of both questionable cause and association fallacy. The phrase reductio ad Hitlerum was coined by an academic ethicist, Leo Strauss, in 1953. Engaging in this fallacy is sometimes known as playing the Nazi card. Doing so (that is, playing the Nazi card) destroys one's credibility, which is why you have been patiently advised not to do it. If indeed Patiwat initiated the article on Banjerd Singkaneti, note that he also included the protest of The Embassy of Israel as published in the Bangkok Post. That protest, strictly my POV of course, demolishes Banjerd's credibility. Notice, however, that that is MY POV; others, who prefer not to be confused by facts, would believe that it is the Israelis' credibility that has been demolished. As for your credibility, write now I think you incredibly angry, which is not a bad thing to be, if only you learn to focus it properly. If you do learn to focus properly, then you will find that you and Patiwat are allies opposed to the policies of PAD as practiced in present-day Thailand, without reference to what went wrong in the middle of the last century in the middle of Europe.   """,safe,[]
"""
That isnt going to work, and you dont seem stupid enough to think that it will. nableezy - """,toxic,"['toxic', 'insult']"
"Your An IDIOT!!! 

YOUR AN IDIOT HAHAHHAHAHAHAHAHHAHAHAHAHAHHAHAHAHAHAHAHAHAHHAHAHAHHHHHHHHHHHHHHHAHAAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHHAHAHHAAHAHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Yall dumbys too HAHA!!! MAN Do I EVER LOVE DOING THIS!!!!!!!!!!!!!!!!!!!HAHAHAHAHHAHgngjhfbvdfb ifdsgvrfdgggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggd I DISLIKE U   vgfdbghdfjjgvnbfdsjb fdnbfdkbvdfsbdsflb",toxic,"['toxic', 'severe_toxic', 'insult']"
"You're right — and it was important to get this across in the article, i.e. that much of the debate was about philosophy not facts.  14:06, 30 Mar 2005 (UTC)",safe,[]
"""

Yup.  I wonder as well.  I also hope that soon the coroner's report is released, and """"all hell breaks loose,"""" so we can all finally get to work on fixing this thing with some reliable information.  Just me.  Your mileage may vary.    """,safe,[]
PEOPLE THAT USE THIS WEBSITE ARE STUPID. don't Use it. I wrote every thig and its all lies!!!!!! LIES I TELL YOU!!!!,toxic,"['toxic', 'insult']"
"Thank You
Thank You for the unblock. LoveMonkey",safe,[]
"Hi 

Hi ben, wanna be my friend??",safe,[]
"Some Peoples on Here are stupid Idiots and Arrogant. I know what I am doing and what I am editing. I give them Sources and Reliable ones but they won't listen to the Crap I give them. These peoples are so bias. I guess i rue, They do give out false information.",toxic,"['toxic', 'insult']"
"It's certainly a popular work in some quarters, and I know that it fits your perspective, but that doesn't make it a reliable source. If so many articles cite it, that means a lot more articles need to be fixed.",safe,[]
"""

 Actually 

It was not me that uploaded it, but a friend. Is that not the coolest statue? Glad you like it too.   hablame aqui 

Fair use rationale for Image:Conspiracy bill front.jpg

Thanks for uploading or contributing to Image:Conspiracy bill front.jpg. I notice the image page specifies that the image is being used under fair use but there is not a suitable explanation or rationale as to why each specific use in Wikipedia constitutes fair use.  Please go to the image description page and edit it to include a fair use rationale.

If you have uploaded other fair use media, consider checking that you have specified the fair use rationale on those pages too. You can find a list of 'image' pages you have edited by clicking on the """"my contributions"""" link (it is located at the very top of any Wikipedia page when you are logged in), and then selecting """"Image"""" from the dropdown box. Note that any non-free media lacking such an explanation will be deleted one week after they have been uploaded, as described on criteria for speedy deletion. If you have any questions please ask them at the Media copyright questions page. Thank you. NOTE: once you correct this, please remove the tag from the image's page.  """,safe,[]
I posted my question here: Wikipedia:Help desk#How to solicit more input in a discussion to reach consensus.  Check it out.  Thanks.,safe,[]
"Why the fuck did you delete my article, Battlefield Podcast, for no god damn reason? It's not the deleting that pisses me off, it's the fact that you didn't even tell me or give me a reason why it was deleted. Everyone who has read that enjoyed it, then someone like you comes and deletes it because they don't like podcasts about videogames. Too fucking bad.

You should get a girlfriend instead of spending your time on Wikipedia deleting perfecly fine articles like that, you tightarse loser.",toxic,"['toxic', 'obscene']"
"suxk my dick 

YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.79.118.61   YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice b",toxic,"['toxic', 'obscene']"
Jesus hates you.  And does Google do Macedonian?  I think not!,toxic,['toxic']
"the playground games continue...

ive posted this on the clairvoyance talk page after someone completely removed the clar#irsentience article which had gone through a process of months of work , rewrites , endless discussion , removasl of personal matereal , edits for style and content .... endless work on correct sourcing and wikpedia referencing and formatting.....  the article which had been arrived at with co operation and discussion over many weeks and v man who himself put some hours into grammer , punctuation ... re editting for stlye and content ... and much help in correct sourcing and referencing  ..... 

this article was the sum  of many peoples input , effort and hard work  so i dont know how or who removed it so thoughtlessly and put the meaningless redirect to the clairvoyance page... any help would be great.... cheers..  

hi guys

i see youve redirected  the clairsentience article.... let me ask....what was the point of the weeks of discussions and rewrites if you guys were going to redirect it anyway....you should have told me t get lost out of here...... what was the point of it all?  why did i listen to you ? at all?  why did i remove all personal references?  why did i reference and source all of my matereal diligently and in great detail ?  why did i edit and re edit for style and content ?  why did i make additional references to religios , anthropological ,socialogical , philosophical ,medical , physics , chemistry , botany , mental health etc  so that all views were included and respected?  why did i fulfill all of the above hurdles and hoops to fulfill wikpedia formatting and guidlines for you too to delete months of hard work and effort.  your actions are without integrity or honour ..... 

clairsentience article redirect ?

Hi ..... whoever removed the clairsentience article and made it redirect ... can you please try and respect that the article that was there had evolved over a couple of months of discussion and many rewrites and multiple edits which involved much discussion over a long period......
.........i could delete this clairvoyance article.... but i wont because revert and delete wars then stupidly take place   which is a real shame when a library becomes a bar room brawl......

..... i hope you can respect the clairsentience article...

..... ive been clairsentient for most of my adult life and it wasnt easy to come this far and to struggle for  decades to articulate my experience in a way which makes rational sense to the world at large of which the clairsentience article is a manifest example..... so please try and respect the vast amount of struggle and work which has gone into it....",safe,[]
"Thanks 

Loopla,

Thanks for the tip, and don't worry I completely understood )

 Australia2world",safe,[]
I'll kick the shit out of you ya cunt,toxic,"['toxic', 'obscene', 'threat', 'insult']"
It's a statement of fact.,safe,[]
"Tyren Morrison Is A Sick Kent!! 

The Title says it all!! Tyren Morrison is probably the maddest cunt going around! all of the bitches should get on his D!! he is great!! All of yous reading this should be jealous! love his dick! okay bitches! LOVE IT!",toxic,"['toxic', 'obscene', 'insult']"
If they are idiots what I can do ?,toxic,"['toxic', 'insult']"
"""

 File:Neonopolis May 2010.jpg missing description details 

Dear uploader: The media file you uploaded as File:Neonopolis May 2010.jpg is missing a description and/or other details on its image description page. If possible, please add this information. This will help other editors to make better use of the image, and it will be more informative for readers.

If the information is not provided, the image may eventually be proposed for deletion, 
a situation which is not desirable, and which can easily be avoided.

If you have any questions please see Help:Image page. Thank you.   """,safe,[]
Thank you for your input.,safe,[]
"""

 Please do not vandalize pages, as you did with this edit to Derek Bentley case. If you continue to do so, you will be blocked from editing.  Anna Lincoln """,safe,[]
"""
 Awaaze read your pov """" 8000 cases of missing persons have been reported since the start of the war on terror from different parts of the country."""" scoop lol your basically lying througjh your teeth about azad kashmir  """,safe,[]
"have rich edit histories containing thousands of edits, and often edit the same article during the same week.
Both accounts",safe,[]
"An idea to deal with Bambifan 

I would think a separate page at Wikipedia:Long term abuse along the lines of the separate listings for Primetime and DavidYork71, under the circumstances.  If you need help writing one, let me know. 96",safe,[]
""" (This post placed here """"19:35, 26 September 2005 Grazon"""" who does not sign his/her postings on Wikipedia)

I don't understand what you mean political beliefs - are you implying that I am taking the opposite side of this argument because Harding is a Republican, ergo, I feel the need to protect him?  I'm sticking up for the man because I have looked at primary resources and know what they say and what they do not contain - which is any inkling of Klan involvement. What I can't figure out is why is it so important for you include Harding in the Klan, that you would base you whole argument on what one book claims.  """,safe,[]
I think Rick's idea of working on a new version in a subpage is probably the best idea.  (I'll probably write more when my current grogginess lifts; I'm writing right now to confirm my interest.),safe,[]
"""

why don't you """"REMOVE"""" my free speech you goddamned self, you whiny little pipsquak. That's all you seem to be good at doing.""",toxic,"['toxic', 'obscene', 'insult']"
"ITS TIME TO KICK THESE LEFTIST FOOLS OFF WIKIPEDIA 

ENOUGH OF THIS LEFT WING PROPAGANDA AND NONSENSE",toxic,['toxic']
"Timeline of Barcelona 
What is missing from the recently created city timeline article? Please add relevant content. Contributions welcome. Thank you.",safe,[]
"Hey,  jack off. Are you the one who's got his head way up Wolf Hudson's ass?",toxic,"['toxic', 'obscene', 'insult']"
"I'm going to be bloody-minded and say no, in this case. I much prefer sticking to what basically is proper typography.  (talk • contribs)",safe,[]
"""

 Please do not vandalize pages, as you did with this edit to Laos. If you continue to do so, you will be blocked from editing.    """,safe,[]
"""

 December 2007 
 You currently appear to be engaged in an edit war. Note that the three-revert rule prohibits making more than three reversions in a content dispute within a 24 hour period. Additionally, users who perform a large number of reversions in content disputes may be blocked for edit warring, even if they do not technically violate the three-revert rule. If you continue, you may be blocked from editing. Please do not repeatedly revert edits, but use the talk page to work towards wording and content that gains a consensus among editors.  ~TalkContribs - """,safe,[]
"Jews and Jews 

Can we (meaning male whites) truely co-exist with Jews? I mean niggers and spics are bad enough but the fucking jews go too far. I think there should be a genocide, and there should be an article on wikipedia that encourages the death of jews, for those who agree please message here, for those that don't, eat me. We Came In?",toxic,"['toxic', 'obscene', 'insult', 'identity_hate']"
"Again, you are manipulating the statement and driving the focus off the main point. I will not argue with you except for saying that your English is rubbish as well, and I actually don't care if I can't speak English properly, because not everything in this world is English. ►   ( Talk ♥ Contribs ) ♪♫",toxic,['toxic']
"Admin Coaching Re-confirmation
Hello, previously you expressed interest in participating in the Wikipedia:Admin coaching project.  We are currently conducting a reconfirmation drive to give coaches the opportunity to update their information and capacity to participate in the project.  Please visit Wikipedia:Admin coaching/Status to update your status.  Also, please remember to update your capacity (5th table variable) in the form of a fraction (eg. 2/3 means you are currently coaching 2 students, and could accept 1 more student).  Thank you. '''''' talk",safe,[]
"c'mon BITCH, speak up.",toxic,"['toxic', 'obscene', 'insult']"
"Arrinera Automotive deletion: My thoughts 

No problemmo. If you thought it was not notable enough then that is fine with me. I just thought that a company that is building Poland's first supercar was notable. There are also many other source that mention AA but i chose to use the minimum and most comprehensive CARBUZZ source. But i am not pissed off or anything.  Maybe just a little disappointed.",safe,[]
